id,name,website,hq_or_states,source_of_name,source_url,source_type,notes,ce_verified_partner,fee_schedule_published,transparency_gate,all_in_eligible,grade_status,nr_flag,exit_flag,grade_v1,grade_v2_score,graded_as_of,grade_notes
qc-capital-solutions,QC Capital Solutions,https://qccapitalsolutions.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
qp-capital,QP Capital,https://qpcapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
quasar-capital-partners,Quasar Capital Partners,https://quasarcapital.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
quick-freight-factors,Quick Freight Factors,https://quickfreightfactors.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
rds-funding,RDS Funding,https://rdsfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
republic-business-credit,Republic Business Credit,https://www.republicbc.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved; aka Greystone Commercial per CHR text; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
revolution-capital,Revolution Capital,https://revinc.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
robinson-factors,Robinson Factors,https://robinsonfactors.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
rosenthal-rosenthal,Rosenthal & Rosenthal,https://www.rosenthalinc.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,Large traditional factor; FD freight category — confirm carrier marketing Phase 2; FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
round-table-financial,Round Table Financial,https://rtfinancialgroup.com/,CA Newport Beach,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
rover180-funding,Rover180 Funding,https://rover180.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
royal-financial,Royal Financial,https://royalfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
royalty-capital,Royalty Capital,https://royaltycapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
saxon-capital,Saxon Capital,https://saxoncapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
seven-oaks-capital,Seven Oaks Capital,http://www.sevenoakscapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
sierra-finance,Sierra Finance,https://sierrafinance.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
southstar-capital,SouthStar Capital,https://southstarcapital.com/,SC Charleston area,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
southwest-funding-solutions,Southwest Funding Solutions,https://southwestfundingsolutions.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
ss-brown-funding,SS Brown Funding,https://ssbrownfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
sterling-commercial-credit,Sterling Commercial Credit,https://www.sterlingcommercialcredit.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
summit-financial-resources,Summit Financial Resources,https://www.summitfin.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,ABL/factoring; CHR approved — confirm freight marketing in Phase 2; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
sureline-capital,SureLine Capital,https://surelinecapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
graystone-capital,SV Business Capital,https://svbusinesscapital.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,aka Graystone Capital; now SV Business Capital; FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
sword-gate-capital,Sword Gate Capital,https://swordgatecapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
third-coast-commercial-capital,Third Coast Commercial Capital,https://thirdcoastcapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
total-quick-pay,Total Quick Pay,https://totalquickpay.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
ds-concept-factoring,Tradewind Finance,https://www.tradewindfinance.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,aka DS-Concept Factoring; Tradewind Finance site; FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
transport-clearings-east,Transport Clearings East,https://www.tceast.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved; classic transport clearings / TCE; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
transport-financial-solutions,Transport Financial Solutions,https://transportfinancialsolutions.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
treadstone-us-capital,Treadstone US Capital,https://treadstoneuscapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
tricom-funding,Tricom Funding,https://www.tricomfund.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
trucking-pros-financial,Trucking Pros Financial,https://tpfactoring.com:443/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
txp-capital,TXP Capital,https://txpcapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
united-california-discount,United California Discount (UC Factors),https://ucdc.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
universal-funding,Universal Funding,https://www.universalfunding.com/,,InvoiceFactoringIndex freight rate index,https://invoicefactoringindex.com/freight-factoring/rates/,listicle,Listicle discovery — second-hand; verify primary site,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
vertex-financial,Vertex Financial,http://www.vertexfinancial.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
vision-factoring,Vision Factoring,https://visionfactoring.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
wintrust-receivables-finance,Wintrust Receivables Finance,https://www.wintrust.com/business/specialty-finance/receivables-finance.html,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,Bank receivables finance; CHR approved — confirm carrier-facing freight marketing in Phase 2; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
xfactors-financial,XFactors Financial,https://xfactorsfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
yankton-factoring,Yankton Factoring,https://yanktonfactoring.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
